 [2023-03-21 11:36:26,230] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-06 11:43:13,042] Order_06 - Step 31: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-06 11:43:13,127] Order_06 - Step 32: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-06 11:43:13,193] Order_06 - Step 33: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-06 11:43:13,272] Order_06 - Step 34: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 11:43:13,374] Order_06 - Step 35: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-06 11:43:13,476] Order_06 - Step 36: Verify 'Shipping' in 'Shipping Address' is 'Ground'
 [2023-04-06 11:43:13,564] Order_06 - Step 37: Verify 'SKU' is displayed
 [2023-04-06 11:43:23,684] Order_06 - Step 38: Verify 'Product name' is displayed
 [2023-04-06 11:43:23,785] Order_06 - Step 39: Verify 'Price' is displayed
 [2023-04-06 11:43:23,889] Order_06 - Step 40: Verify 'Qty.' is displayed
 [2023-04-06 11:43:23,995] Order_06 - Step 41: Verify 'Total price' is displayed
 [2023-04-06 11:43:24,102] Order_06 - Step 42: Verify 'Sub-total price' is displayed
 [2023-04-06 11:43:34,228] Order_06 - Step 43: Verify 'Shipping price' is displayed
 [2023-04-06 11:43:34,347] Order_06 - Step 44: Verify 'Tax price' is displayed
 [2023-04-06 11:43:34,444] Order_06 - Step 45: Verify 'Total price' is displayed
 [2023-04-06 11:43:34,558] Order_06 - Step 47: Click to 'Confirm' button
 [2023-04-06 11:43:34,853] Order_06 - Step 48: Verify success message and order number is displayed
 [2023-04-06 11:43:35,855] Order_06 - Step 49: Navigate to 'My Account' page
 [2023-04-06 11:43:36,380] Order_06 - Step 50: Click to 'Orders' link in menu
 [2023-04-06 11:43:36,960] Order_06 - Step 51: Verify order number is displayed
 [2023-04-06 11:43:37,048] Order_06 - Step 52: Click to 'Details' button
 [2023-04-06 11:43:38,595] Order_06 - Step 53: Verify 'Order Number' is displayed
 [2023-04-06 11:43:38,671] Order_06 - Step 54: Verify 'Order Date' is displayed
 [2023-04-06 11:43:38,811] Order_06 - Step 55: Verify 'Order Status' is displayed
 [2023-04-06 11:43:38,888] Order_06 - Step 56: Verify 'Order Total' is displayed
 [2023-04-06 11:43:38,982] Order_06 - Step 57: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-06 11:43:39,058] Order_06 - Step 58: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-06 11:43:39,130] Order_06 - Step 59: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-06 11:43:39,221] Order_06 - Step 60: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-06 11:43:39,317] Order_06 - Step 61: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 11:43:39,408] Order_06 - Step 62: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-06 11:43:39,501] Order_06 - Step 63: Verify 'Payment Method' in 'Billing Address' is 'Credit Card '
 [2023-04-06 11:43:39,595] Order_06 - Step 64: Verify 'Payment Statuc' in 'Billing Address' is 'Pending'
 [2023-04-06 11:43:39,687] Order_06 - Step 65: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-06 11:43:39,781] Order_06 - Step 66: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-06 11:43:39,874] Order_06 - Step 67: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-06 11:43:39,965] Order_06 - Step 68: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-06 11:43:40,055] Order_06 - Step 69: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 11:43:40,152] Order_06 - Step 70: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-06 11:43:40,267] Order_06 - Step 71: Verify 'Shipping Method' in 'Shipping Address' is 'Ground '
 [2023-04-06 11:43:40,355] Order_06 - Step 72: Verify 'Shipping Status' in 'Shipping Address' is displayed
 [2023-04-06 11:43:40,453] Order_06 - Step 72: Verify 'SKU' is displayed
 [2023-04-06 11:43:50,575] Order_06 - Step 73: Verify 'Product name' is displayed
 [2023-04-06 11:43:50,666] Order_06 - Step 74: Verify 'Price' is displayed
 [2023-04-06 11:43:50,749] Order_06 - Step 75: Verify 'Quantity' is displayed
 [2023-04-06 11:43:50,864] Order_06 - Step 76: Verify 'Total price' is displayed
 [2023-04-06 11:43:50,951] Order_06 - Step 77: Verify 'Sub-total price' is displayed
 [2023-04-06 11:44:01,063] Order_06 - Step 78: Verify 'Shipping price' is displayed
 [2023-04-06 11:44:01,178] Order_06 - Step 79: Verify 'Tax price' is displayed
 [2023-04-06 11:44:01,288] Order_06 - Step 80: Verify 'Total price' is displayed
 [2023-04-06 11:44:01,397] Order_07 - Step 01: Navigate to Home page
 [2023-04-06 11:44:01,922] Order_07 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-06 11:44:06,361] Order_07 - Step 03: Click to 'Add to cart' button
 [2023-04-06 11:44:06,676] Order_07 - Step 04: Close product added to shopping cart message
 [2023-04-06 11:44:07,124] Order_07 - Step 05: Click to 'Shopping cart' link
 [2023-04-06 11:44:18,860] Order_07 - Step 06: Click to 'Estimate shipping'
 [2023-04-06 11:44:19,219] Order_07 - Step 07: Select 'Viet Nam' in Shipping Popup dropdown
 [2023-04-06 11:44:19,339] Order_07 - Step 08: Enter to 'Zip/ postal code' textbox
 [2023-04-06 11:44:19,504] Order_07 - Step 09: Check to 'Ground' radio
 [2023-04-06 11:44:20,792] Order_07 - Step 10: Click to 'Apply' button
 [2023-04-06 11:44:21,078] Order_07 - Step 11: Check to 'Term of service' checkbox
 [2023-04-06 11:44:21,966] Order_07 - Step 12: Click to 'Checkout' button
 [2023-04-06 11:44:23,178] Order_07 - Step 13: Click to 'Continue' button
 [2023-04-06 11:44:23,470] Order_07 - Step 14: Check to 'Ground ($0.00)' radio button
 [2023-04-06 11:44:23,681] Order_07 - Step 15: Click to 'Continue' button
 [2023-04-06 11:44:23,976] Order_07 - Step 16: Check to 'Credit Card' radio button
 [2023-04-06 11:44:24,728] Order_07 - Step 17: Click to 'Continue' button
 [2023-04-06 11:44:25,020] Order_07 - Step 18: Select 'Master card' in 'Select credit card' dropdown
 [2023-04-06 11:44:25,473] Order_07 - Step 19: Enter to 'Cardholder name' name textbox
 [2023-04-06 11:44:25,609] Order_07 - Step 20: Enter to 'Card number' name textbox
 [2023-04-06 11:44:25,739] Order_07 - Step 21: Select 'Date' in 'Expiration date' dropdown
 [2023-04-06 11:44:26,073] Order_07 - Step 22: Select 'Year' in 'Expiration date' dropdown
 [2023-04-06 11:44:26,165] Order_07 - Step 23: Enter to 'Card code' name textbox
 [2023-04-06 11:44:26,288] Order_07 - Step 24: Click to 'Continue' button
 [2023-04-06 11:44:26,588] Order_07 - Step 25: Click to 'Confirm' button
 [2023-04-06 11:44:27,457] Order_07 - Step 26: Get Order Number
 [2023-04-06 11:44:28,230] Order_07 - Step 27: Click to 'My Account' link
 [2023-04-06 11:44:28,767] Order_07 - Step 28: Click to 'Orders' link
 [2023-04-06 11:44:29,351] Order_07 - Step 29: Click random to 'Detail' button
 [2023-04-06 11:44:30,870] Order_07 - Step 30: Click to 'Re-order' button
 [2023-04-06 11:44:31,755] Order_07 - Step 31: Enter to 'Qty.' with value is '10'
 [2023-04-06 11:44:31,917] Order_07 - Step 32: Click to 'Update shopping cart' button
 [2023-04-06 11:44:32,536] Order_07 - Step 33: Check to 'Term of service' checkbox
 [2023-04-06 11:44:32,855] Order_07 - Step 34: Click to 'Checkout' button
 [2023-04-06 11:44:34,117] Order_07 - Step 35: Click to 'Edit' button
 [2023-04-06 11:44:34,438] Order_07 - Step 36: Select 'New Address' in 'Billing address' dropdown
 [2023-04-06 11:44:34,806] Order_07 - Step 37: Enter to 'Firstname' textbox with value 'Automation'
 [2023-04-06 11:44:34,930] Order_07 - Step 38: Enter to 'Lastname' textbox with value 'FC'
 [2023-04-06 11:44:35,070] Order_07 - Step 39: Enter to 'Email' textbox with value 'automationfc95@gmail.com'
 [2023-04-06 11:44:35,209] Order_07 - Step 40: Enter to 'Country' textbox with value 'Viet Nam'
 [2023-04-06 11:44:35,577] Order_07 - Step 41: Enter to 'City' textbox with value 'Long An'
 [2023-04-06 11:44:35,736] Order_07 - Step 42: Enter to 'Address 1' textbox with value 'FC'
 [2023-04-06 11:44:35,853] Order_07 - Step 43: Enter to 'Zip / postal code' textbox with value '55550000'
 [2023-04-06 11:44:35,969] Order_07 - Step 44: Enter to 'Phone number' textbox with value '0909222111'
 [2023-04-06 11:44:36,077] Order_07 - Step 45: Click to 'Continue' button
 [2023-04-06 11:44:36,372] Order_07 - Step 46: Check to 'Next Day Air ($0.00)' radio button
 [2023-04-06 11:44:36,918] Order_07 - Step 47: Click to 'Continue' button
 [2023-04-06 11:44:37,262] Order_07 - Step 48: Check to 'Check / Money Order' radio button
 [2023-04-06 11:44:37,463] Order_07 - Step 49: Click to 'Continue' button
 [2023-04-06 11:44:37,766] Order_07 - Step 50: Click to 'Continue' button
 [2023-04-06 11:44:38,652] Order_07 - Step 51: Verify 'Name' in 'Billing Address' is 'Automation FC'
 [2023-04-06 11:44:38,865] Order_07 - Step 52: Verify 'Email' in 'Billing Address' is 'automationfc95@gmail.com'
 [2023-04-06 11:44:38,932] Order_07 - Step 53: Verify 'Phone' in 'Billing Address' is '0909222111'
 [2023-04-06 11:44:38,993] Order_07 - Step 54: Verify 'Address' in 'Billing Address' is 'Ben Luc Town'
 [2023-04-06 11:44:39,082] Order_07 - Step 55: Verify 'City Stale Zip' in 'Billing Address' is 'Long An Provice',55550000
 [2023-04-06 11:44:39,164] Order_07 - Step 56: Verify 'Country' in 'Billing Address' is 'Viet Name'
 [2023-04-06 11:44:49,199] OS name = windows 11
 [2023-04-06 11:44:49,199] Driver instance name = firefoxdriver: firefox on windows (1bf431d3-4042-42e4-bed3-a786bc6cc911)
 [2023-04-06 13:34:15,872] Pre-Condition- Step 01: Open browser and navigate to website
 [2023-04-06 13:34:22,472] Pre-Condition - Step 02: Click to 'Register' link
 [2023-04-06 13:34:24,180] Pre-Condition - Step 03: Enter to Firstname textbox with value 'ABC'
 [2023-04-06 13:34:24,323] Pre-Condition - Step 04: Enter to Lastname textbox with value 'XYZ'
 [2023-04-06 13:34:24,478] Pre-Condition - Step 05: Enter to Email textbox with value 'automationvn55871@gmail.com'
 [2023-04-06 13:34:24,604] Pre-Condition - Step 06: Enter to Password textbox with value '0000000000'
 [2023-04-06 13:34:24,698] Pre-Condition - Step 07: Enter to Confirm Password textbox with value '0000000000'
 [2023-04-06 13:34:24,792] Pre-Condition - Step 08: Click to 'Register' button
 [2023-04-06 13:34:25,953] Pre-Condition- Step 09: Navigate to 'Login' page
 [2023-04-06 13:34:26,522] Pre-Condition - Step 10: Enter to  Email textbox with value 'automationvn55871@gmail.com' 
 [2023-04-06 13:34:26,670] Pre-Condition - Step 11: Enter to  Password textbox with value '0000000000'
 [2023-04-06 13:34:26,794] Pre-Condition - Step 12: Click to 'Login' button
 [2023-04-06 13:34:27,982] Pre-Condition - Step 13: Select 'Build your own computer'
 [2023-04-06 13:34:35,467] Order_01 - Step 01: Select '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]' in 'Processor' dropdown
 [2023-04-06 13:34:35,548] Order_01 - Step 02: Select '8GB [+$60.00]' in 'RAM' dropdown
 [2023-04-06 13:34:35,858] Order_01 - Step 03: Check to '400 GB [+$100.00]'
 [2023-04-06 13:34:36,185] Order_01 - Step 04: Check to 'Vista Premium [+$60.00]'
 [2023-04-06 13:34:36,523] Order_01 - Step 05: Check all 'Software ' checkbox
 [2023-04-06 13:34:37,240] Order_01 - Step 06: Click to 'Add to cart' button
 [2023-04-06 13:34:37,557] Order_01 - Step 07: Verify product added to shopping cart message is displayed
 [2023-04-06 13:34:37,797] Order_01 - Step 08: Close product added to shopping cart message
 [2023-04-06 13:34:38,090] Order_01 - Step 09: Click to 'Shopping cart' link
 [2023-04-06 13:34:50,561] Order_01 - Step 10: Verify product is displayed in shopping cart
 [2023-04-06 13:34:50,658] Order_01 - Step 11: Verify product Info is displayed in shopping cart
 [2023-04-06 13:34:50,723] Order_01 - Step 12: Verify product Price is displayed in shopping cart
 [2023-04-06 13:34:50,866] Order_02 - Step 01: Click to 'Edit'
 [2023-04-06 13:34:53,003] Order_01 - Step 02: Select '2.2 GHz Intel Pentium Dual-Core E2200' in 'Processor' dropdown
 [2023-04-06 13:34:53,334] Order_02 - Step 03: Select '4GB [+$20.00]' in 'RAM' dropdown
 [2023-04-06 13:34:53,672] Order_02 - Step 04: Check to '320 GB'
 [2023-04-06 13:34:53,987] Order_02 - Step 05: Check to 'Vista Home [+$50.00]'
 [2023-04-06 13:34:54,286] Order_02 - Step 06: Uncheck 'Acrobat Reader [+$10.00]' and 'Total Commander [+$5.00]' checkbox
 [2023-04-06 13:34:54,901] Order_02 - Step 07: Enter product number is '2'
 [2023-04-06 13:34:55,066] Order_02 - Step 08: Verify price is '$1,320.00'
 [2023-04-06 13:34:55,134] Order_02 - Step 09: Click to 'Add to cart' button
 [2023-04-06 13:34:55,441] Order_02 - Step 10: Verify product added to shopping cart message is displayed
 [2023-04-06 13:34:55,702] Order_02 - Step 11: Close product added to shopping cart message
 [2023-04-06 13:34:55,989] Order_02 - Step 12: Click to 'Shopping cart' link
 [2023-04-06 13:35:07,903] Order_02 - Step 13: Verify product is displayed in shopping cart
 [2023-04-06 13:35:08,014] Order_02 - Step 14: Verify product Info is displayed in shopping cart
 [2023-04-06 13:35:08,102] Order_02 - Step 14: Verify 'Total' is '$2,640.00'
 [2023-04-06 13:35:08,175] Order_03 - Step 01: Click to 'Remove' button
 [2023-04-06 13:35:09,826] Order_03 - Step 02: Verify message is displayed
 [2023-04-06 13:35:09,925] Order_03 - Step 03: Verify product is not displayed
 [2023-04-06 13:35:35,039] Order_04 - Step 01: Navigate to Home page
 [2023-04-06 13:35:35,643] Order_04 - Step 02: Select 'Lenovo IdeaCentre 600 All-in-One PC'
 [2023-04-06 13:35:39,758] Order_04 - Step 03: Click to 'Add to cart' button
 [2023-04-06 13:35:40,071] Order_04 - Step 04: Close product added to shopping cart message
 [2023-04-06 13:35:40,482] Order_04 - Step 05: Click to 'Shopping cart' link
 [2023-04-06 13:35:52,300] Order_04 - Step 06: Enter to 'Qty.'
 [2023-04-06 13:35:52,443] Order_04 - Step 07: Click to 'Update shopping cart'
 [2023-04-06 13:35:53,042] Order_02 - Step 08: Verify 'Total' is '$2,500.00'
 [2023-04-06 13:35:53,158] Order_03 - Step 09: Click to 'Remove' button
 [2023-04-06 13:35:54,741] Order_05 - Step 01: Navigate to Home page
 [2023-04-06 13:35:55,275] Order_05 - Step 02: Select 'Apple MacBook Pro 13-inch'
 [2023-04-06 13:36:00,778] Order_05 - Step 03: Click to 'Add to cart' button
 [2023-04-06 13:36:01,123] Order_05 - Step 04: Close product added to shopping cart message
 [2023-04-06 13:36:01,552] Order_05 - Step 05: Click to 'Shopping cart' link
 [2023-04-06 13:36:13,398] Order_05 - Step 06: Click to 'Estimate shipping'
 [2023-04-06 13:36:13,724] Order_05 - Step 07: Verify Shipping Popup is displayed
 [2023-04-06 13:36:13,796] Order_05 - Step 08: Select 'Viet Nam' in Shipping Popup dropdown
 [2023-04-06 13:36:14,108] Order_05 - Step 09: Enter to 'Zip/ postal code' textbox
 [2023-04-06 13:36:14,234] Order_05 - Step 10: Check to 'Next Day Air' radio
 [2023-04-06 13:36:16,192] Order_05 - Step 11: Check to 'Next Day Air' radio
 [2023-04-06 13:36:16,496] Order_05 - Step 12: Verify Shipping Popup is not displayed
 [2023-04-06 13:36:16,629] Order_05 - Step 13: Check to 'Term of service' checkbox
 [2023-04-06 13:36:17,500] Order_05 - Step 14: Click to 'Checkout' button
 [2023-04-06 13:36:19,590] Order_05 - Step 15: Enter to 'Firstname' textbox with value : 'Auto'
 [2023-04-06 13:36:19,745] Order_05 - Step 16: Enter to 'Lastname' textbox with value : 'Test'
 [2023-04-06 13:36:19,905] Order_05 - Step 17: Enter to 'Email' textbox with value : 'johnwick111222@gmail.com'
 [2023-04-06 13:36:20,139] Order_05 - Step 18: Select 'Viet Nam' in Country dropdown
 [2023-04-06 13:36:20,468] Order_05 - Step 19: Enter to 'City' textbox with value : 'Ho Chi Minh'
 [2023-04-06 13:36:20,598] Order_05 - Step 20: Enter to 'Address 1' textbox with value : 'Go Vap District'
 [2023-04-06 13:36:20,750] Order_05 - Step 21: Enter to 'Zip / postal code' textbox with value : '000000000'
 [2023-04-06 13:36:20,878] Order_05 - Step 22: Enter to 'Phone number' textbox with value : '0987654321'
 [2023-04-06 13:36:21,042] Order_05 - Step 23: Click to 'Continue' button
 [2023-04-06 13:36:21,348] Order_05 - Step 24: Check to '2nd Day Air ($0.00)' radio button
 [2023-04-06 13:36:21,850] Order_05 - Step 25: Click to 'Continue' button
 [2023-04-06 13:36:22,171] Order_05 - Step 26: Check to 'Check / Money Order' radio button
 [2023-04-06 13:36:22,579] Order_05 - Step 27: Click to 'Continue' button
 [2023-04-06 13:36:22,859] Order_05 - Step 28: Verify payment information is displayed
 [2023-04-06 13:36:23,526] Order_05 - Step 29: Click to 'Continue' button
 [2023-04-06 13:36:23,833] Order_05 - Step 30: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-06 13:36:24,068] Order_05 - Step 31: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:36:24,166] Order_05 - Step 32: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-06 13:36:24,251] Order_05 - Step 33: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-06 13:36:24,347] Order_05 - Step 34: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:36:24,438] Order_05 - Step 35: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-06 13:36:24,534] Order_05 - Step 36: Verify 'Payment' in 'Billing Address' is 'Check / Money Order'
 [2023-04-06 13:36:24,632] Order_05 - Step 37: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-06 13:36:24,716] Order_05 - Step 38: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:36:24,802] Order_05 - Step 39: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-06 13:36:24,898] Order_05 - Step 40: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-06 13:36:24,978] Order_05 - Step 41: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:36:25,087] Order_05 - Step 42: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-06 13:36:25,187] Order_05 - Step 43: Verify 'Shipping' in 'Shipping Address' is '2nd Day Air'
 [2023-04-06 13:36:25,259] Order_05 - Step 44: Verify 'SKU' is displayed
 [2023-04-06 13:36:35,339] Order_05 - Step 45: Verify 'Product name' is displayed
 [2023-04-06 13:36:35,444] Order_05 - Step 46: Verify 'Price' is displayed
 [2023-04-06 13:36:35,552] Order_05 - Step 47: Verify 'Qty.' is displayed
 [2023-04-06 13:36:35,669] Order_05 - Step 48: Verify 'Total price' is displayed
 [2023-04-06 13:36:35,745] Order_05 - Step 49: Verify 'Sub-total price' is displayed
 [2023-04-06 13:36:45,864] Order_05 - Step 50: Verify 'Shipping price' is displayed
 [2023-04-06 13:36:45,960] Order_05 - Step 51: Verify 'Tax price' is displayed
 [2023-04-06 13:36:46,056] Order_05 - Step 52: Verify 'Total price' is displayed
 [2023-04-06 13:36:46,140] Order_05 - Step 53: Click to 'Confirm' button
 [2023-04-06 13:36:46,441] Order_05 - Step 54: Verify success message and order number is displayed
 [2023-04-06 13:36:47,611] Order_05 - Step 55: Navigate to 'My Account' page
 [2023-04-06 13:36:48,219] Order_05 - Step 56: Click to 'Orders' link in menu
 [2023-04-06 13:36:48,899] Order_05 - Step 57: Verify order number is displayed
 [2023-04-06 13:36:48,979] Order_05 - Step 58: Click to 'Details' button
 [2023-04-06 13:36:50,678] Order_05 - Step 59: Verify 'Order Number' is displayed
 [2023-04-06 13:36:50,756] Order_05 - Step 60: Verify 'Order Date' is displayed
 [2023-04-06 13:36:50,856] Order_05 - Step 61: Verify 'Order Status' is displayed
 [2023-04-06 13:36:50,952] Order_05 - Step 62: Verify 'Order Total' is displayed
 [2023-04-06 13:36:51,053] Order_05 - Step 63: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-06 13:36:51,150] Order_05 - Step 64: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:36:51,246] Order_05 - Step 65: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-06 13:36:51,342] Order_05 - Step 66: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-06 13:36:51,454] Order_05 - Step 67: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:36:51,543] Order_05 - Step 68: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-06 13:36:51,639] Order_05 - Step 69: Verify 'Payment Method' in 'Billing Address' is 'Check / Money Order'
 [2023-04-06 13:36:51,732] Order_05 - Step 70: Verify 'Payment Statuc' in 'Billing Address' is 'Pending'
 [2023-04-06 13:36:51,822] Order_05 - Step 71: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-06 13:36:51,917] Order_05 - Step 72: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:36:52,031] Order_05 - Step 73: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-06 13:36:52,123] Order_05 - Step 74: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-06 13:36:52,215] Order_05 - Step 75: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:36:52,299] Order_05 - Step 76: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-06 13:36:52,388] Order_05 - Step 77: Verify 'Shipping Method' in 'Shipping Address' is '2nd Day Air'
 [2023-04-06 13:36:52,489] Order_05 - Step 78: Verify 'Shipping Status' in 'Shipping Address' is displayed
 [2023-04-06 13:36:52,585] Order_05 - Step 79: Verify 'SKU' is displayed
 [2023-04-06 13:37:02,698] Order_05 - Step 80: Verify 'Product name' is displayed
 [2023-04-06 13:37:02,810] Order_05 - Step 81: Verify 'Price' is displayed
 [2023-04-06 13:37:02,922] Order_05 - Step 82: Verify 'Quantity' is displayed
 [2023-04-06 13:37:03,029] Order_05 - Step 83: Verify 'Total price' is displayed
 [2023-04-06 13:37:03,135] Order_05 - Step 84: Verify 'Sub-total price' is displayed
 [2023-04-06 13:37:13,267] Order_05 - Step 85: Verify 'Shipping price' is displayed
 [2023-04-06 13:37:13,373] Order_05 - Step 86: Verify 'Tax price' is displayed
 [2023-04-06 13:37:13,481] Order_05 - Step 87: Verify 'Total price' is displayed
 [2023-04-06 13:37:13,597] Order_06 - Step 01: Navigate to Home page
 [2023-04-06 13:37:14,263] Order_06 - Step 02: Select 'HP Spectre XT Pro UltraBook'
 [2023-04-06 13:37:19,976] Order_06 - Step 03: Click to 'Add to cart' button
 [2023-04-06 13:37:20,299] Order_06 - Step 04: Close product added to shopping cart message
 [2023-04-06 13:37:20,750] Order_06 - Step 05: Click to 'Shopping cart' link
 [2023-04-06 13:37:33,500] Order_06 - Step 06: Click to 'Estimate shipping'
 [2023-04-06 13:37:33,797] Order_06 - Step 07: Verify Shipping Popup is displayed
 [2023-04-06 13:37:33,909] Order_06 - Step 08: Select 'Viet Nam' in Shipping Popup dropdown
 [2023-04-06 13:37:34,023] Order_06 - Step 09: Enter to 'Zip/ postal code' textbox
 [2023-04-06 13:37:34,198] Order_06 - Step 10: Check to 'Ground' radio
 [2023-04-06 13:37:36,149] Order_06 - Step 11: Click to Apply button
 [2023-04-06 13:37:36,454] Order_06 - Step 12: Verify Shipping Popup is not displayed
 [2023-04-06 13:37:36,590] Order_06 - Step 13: Check to 'Term of service' checkbox
 [2023-04-06 13:37:37,449] Order_06 - Step 14: Click to 'Checkout' button
 [2023-04-06 13:37:38,810] Order_06 - Step 15: Click to 'Continue' button
 [2023-04-06 13:37:39,123] Order_06 - Step 16: Check to 'Ground ($0.00)' radio button
 [2023-04-06 13:37:39,363] Order_06 - Step 17: Click to 'Continue' button
 [2023-04-06 13:37:39,646] Order_06 - Step 18: Check to 'Credit Card' radio button
 [2023-04-06 13:37:40,190] Order_06 - Step 19: Click to 'Continue' button
 [2023-04-06 13:37:40,487] Order_06 - Step 20: Select 'Master card' in 'Select credit card' dropdown
 [2023-04-06 13:37:41,031] Order_06 - Step 21: Enter to 'Cardholder name' name textbox
 [2023-04-06 13:37:41,160] Order_06 - Step 22: Enter to 'Card number' name textbox
 [2023-04-06 13:37:41,264] Order_06 - Step 23: Select 'Date' in 'Expiration date' dropdown
 [2023-04-06 13:37:41,562] Order_06 - Step 24: Select 'Year' in 'Expiration date' dropdown
 [2023-04-06 13:37:41,682] Order_06 - Step 21: Enter to 'Card code' name textbox
 [2023-04-06 13:37:41,787] Order_06 - Step 22: Click to 'Continue' button
 [2023-04-06 13:37:42,092] Order_06 - Step 23: Verify 'Name' in 'Billing Address' is 'Auto Test'
 [2023-04-06 13:37:42,283] Order_06 - Step 24: Verify 'Email' in 'Billing Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:37:42,349] Order_06 - Step 25: Verify 'Phone' in 'Billing Address' is '0987654321'
 [2023-04-06 13:37:42,438] Order_06 - Step 26: Verify 'Address' in 'Billing Address' is 'Go Vap District'
 [2023-04-06 13:37:42,495] Order_06 - Step 27: Verify 'City Stale Zip' in 'Billing Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:37:42,582] Order_06 - Step 28: Verify 'Country' in 'Billing Address' is 'Viet Nam'
 [2023-04-06 13:37:42,674] Order_06 - Step 29: Verify 'Payment' in 'Billing Address' is 'Credit Card'
 [2023-04-06 13:37:42,773] Order_06 - Step 30: Verify 'Name' in 'Shipping Address' is 'Auto Test'
 [2023-04-06 13:37:42,839] Order_06 - Step 31: Verify 'Email' in 'Shipping Address' is 'johnwick111222@gmail.com'
 [2023-04-06 13:37:42,896] Order_06 - Step 32: Verify 'Phone' in 'Shipping Address' is '0987654321'
 [2023-04-06 13:37:42,972] Order_06 - Step 33: Verify 'Address' in 'Shipping Address' is 'Go Vap District'
 [2023-04-06 13:37:43,114] Order_06 - Step 34: Verify 'City Stale Zip' in 'Shipping Address' is 'Ho Chi Minh,000000000'
 [2023-04-06 13:37:43,210] Order_06 - Step 35: Verify 'Country' in 'Shipping Address' is 'Viet Nam'
 [2023-04-06 13:37:43,293] Order_06 - Step 36: Verify 'Shipping' in 'Shipping Address' is 'Ground'
 [2023-04-06 13:37:43,397] Order_06 - Step 37: Verify 'SKU' is displayed
 [2023-04-06 13:37:53,518] Order_06 - Step 38: Verify 'Product name' is displayed
 [2023-04-06 13:37:53,612] Order_06 - Step 39: Verify 'Price' is displayed
 [2023-04-06 13:37:53,722] Order_06 - Step 40: Verify 'Qty.' is displayed
 [2023-04-06 13:37:53,835] Order_06 - Step 41: Verify 'Total price' is displayed
 [2023-04-06 13:37:53,942] Order_06 - Step 42: Verify 'Sub-total price' is displayed
